Как в одной квартире уживается шесть семей. Репортаж о жизни минской коммуналки XXI века,https://content.onliner.by/news/1400x5616/f712300019db75df43acf914bc972b12.jpeg,"Коридор, тихий скрип, коричневый пол, бурлящий суп. Женщины в халатах и мужчины в трико. Шесть семей, один санузел, сотни воспоминаний. Уже больше полувека атмосфера в старенькой кирпичной пятиэтажке "
"«Нельзя нарушать только график, ПДД не имеют значения»: честный разговор с маршрутчиком",https://content.onliner.by/news/1400x5616/e3aafafaa43122a26c4cc9023f937f1c.jpeg,"Водителям маршруток достается по полной. Есть те, кто выделяет их в отдельную категорию и называет одними из самых недисциплинированных участников дорожного движения. Иной раз по делу, что и говорить."
